Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Headline,Text,Media,Media Credit,Media Caption,Media Thumbnail,Type,Group,Background
1869,1,1,,1869,12,31,,probably 1869,"Enlarged Outline of a Violet Leaf, with a life-size Leaf below",<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159800'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_277-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_277-a-L.jpg,title,,#3f83e8
1869,1,1,,1869,12,31,,probably autumn 1869,"Study of an Ear of Wheat: Side View, magnified",<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159768'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_237-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_237-a-L.jpg,title,,#3f83e8
1870,1,1,,1870,12,31,,probably autumn 1870,Drawing of an Egyptian Painting of a Bird,<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159841'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_WS_I_43-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_WS_I_43-a-L.jpg,title,,#3f83e8
1870,1,1,,1870,12,31,,probably autumn 1870,Study of a Velvet Crab,<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159532'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_199-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_199-a-L.jpg,title,,#3f83e8
1869,1,1,,1869,12,31,,probably November 1869,"Sketch of the Oak Spray in Mantegna's Fresco of 'The Martyrdom of Saint James' in the Church of the Eremitani, Padua",<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159477'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_298-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_298-a-L.jpg,title,,#3f83e8
1871,1,1,,1871,12,31,,before 1871,Enlarged Outlines of the first Shoots of Wild Strawberry in Spring,<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159565'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_262-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_262-a-L.jpg,title,,#3f83e8
1879,1,1,,1879,12,31,,"August 27, 1879",Study of a Magnified Pheasant's Feather,"Fine Arts Department, Harvard University, Cambridge, MA; transferred to the Fogg Art Museum, 1926.
<br/><br/><a target='_new' href='https://www.harvardartmuseums.org/collections/object/298605'>Artwork homepage</a>",https://nrs.harvard.edu/urn-3:HUAM:79418,Harvard Art Museum,,https://nrs.harvard.edu/urn-3:HUAM:79418,title,,#00758F
1870,1,1,,1870,12,31,,August 1870 probably,Study of a Shell,<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159676'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD/WA_RS_RUD_213_a-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD/WA_RS_RUD_213_a-a-L.jpg,title,,#3f83e8
1845,1,1,,1845,12,31,,1845,The Garden of San Miniato near Florence,Patrons' Permanent Fund<br/><br/><a target='_new' href='https://www.nga.gov/collection/art-object-page.72870.html'>Artwork homepage</a>,"https://api.nga.gov/iiif/f6ef48d3-3512-4f46-ac5b-c221b3fa320e/full/!500,500/0/default.jpg",National Gallery of Art,,"https://api.nga.gov/iiif/f6ef48d3-3512-4f46-ac5b-c221b3fa320e/full/!500,500/0/default.jpg",title,,#E8A798
1870,1,1,,1870,12,31,,before 1870,"Drawing of a Branch of Oak from Cima's 'Saint John the Baptist with Saints Peter, Mark, Jerome and Paul'",<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159363'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_020-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_020-a-L.jpg,title,,#3f83e8
1870,1,1,,1870,12,31,,30 August - 1 September 1870,"The Head of a Kite, from Life",<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159508'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_166-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_ED_166-a-L.jpg,title,,#3f83e8
1879,1,1,,1879,12,31,,1879,Part of a Sketch of the Northwest Porch of St. Mark's,"Samuel Sachs, gift; to Fogg Art Museum, 1919<br/><br/><a target='_new' href='https://www.harvardartmuseums.org/collections/object/298668'>Artwork homepage</a>",https://nrs.harvard.edu/urn-3:HUAM:DDC100821_dynmc,Harvard Art Museum,,https://nrs.harvard.edu/urn-3:HUAM:DDC100821_dynmc,title,,#00758F
1845,1,1,,1845,12,31,,September - October 1845,"Study of the Marble Inlaying on the Front of the Casa Loredan, Venice",<br/><br/><a target='_new' href='https://collections.ashmolean.org/collection/browse-9148/object/159660'>Artwork homepage</a>,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_022-a-L.jpg,Ashmolean Museum,,https://collections.ashmolean.org/media/ashmole6_collection/w800/Collections/Single_Objects/WA/WA_RS/WA_RS_RUD_022-a-L.jpg,title,,#3f83e8
